Ingredient,Text,Recipe_Index,Rating,Quantity,Unit
chocolate chip,4.0 cups 15 oz./470 g semisweet chocolate chips,Misc_104,NA,4,cup
chocolate chip,8.0 cup semisweet chocolate chips,Misc_105,NA,8,cup
chocolate chip,4 cups 15 oz./470 g semisweet chocolate chips,Misc_107,NA,4,cup
chocolate chip,"8.0 ounces bittersweet chocolate 8.0 ounces, cut in 1 inch pieces or use coins",Misc_2,1,1,cup
chocolate chip,"28.8 ounces/170 grams bittersweet chocolate about 60 percent cacao solids, chopped into coarse pieces, bits and shards",Misc_4,0.8,1.8,cup
chocolate chip,"2.0 5 ounce block semisweet chocolate, chopped into chunks recommended: callebaut",Misc_23,0.9,1.25,cup
chocolate chip,6.85714285714 cups 12oz/360g bittersweet chocolate chunks,Misc_34,NA,6.857142857,cup
chocolate chip,28.8 ounces 170 g bittersweet chocolate,Misc_72,NA,3.6,cup
chocolate chip,"9.14285714286 ounce bars chocolate, chopped",Misc_77,NA,1.1425,cup
cinnamon,0.5 teaspoon ground cinnamon optional,AR_12,0.873469353,0.5,teaspoon
cinnamon,2.6666666666666665 teaspoons ground cinnamon,AR_27,0.876923084,2.666666667,teaspoon
cinnamon,0.6666666666666666 teaspoon ground cinnamon,AR_96,0.818181801,0.666666667,teaspoon
cinnamon,1.3333333333333333 teaspoon ground cinnamon,AR_140,0.584615374,1.333333333,teaspoon
cinnamon,0.6 teaspoon ground cinnamon,Misc_30,1,0.6,teaspoon
coconut,1.0 cup flaked coconut,AR_28,0.873333359,1,cup
coconut extract,4.0 teaspoon coconut extract,AR_107,0.927272701,4,teaspoon
coconut,0.3333333333333333 cup flaked coconut,AR_140,0.584615374,0.333333333,cup
brown sugar,2.46153846154 cup lightly packed coconut sugar or 1/2 cup packed brown sugar,Misc_71,1,2.461538462,cup
vegetable oil,1.84615384615 cup melted coconut oil or extra virgin olive oil**,Misc_71,1,29.536,tablespoon
cookie mix,2.6666666666666665 cups basic cookie mix,AR_52,0.476190472,2.666666667,cup
coriander,"0.24 	teaspoon ground coriander",Misc_52,NA,0.24,teaspoon
corn syrup,0.5 cup karo® light or dark corn syrup,AR_88,0.955555534,0.5,cup
corn syrup,4.0 tablespoons light corn syrup,Misc_6,0.8,0.25,cup
cornstarch,2.13333333333 teaspoons cornstarch,Misc_15,1,2.133333333,teaspoon
cornstarch,3.0 teaspoon cornstarch,Misc_19,0.98,3,teaspoon
cornstarch,4.0 teaspoons cornstarch,Misc_56,NA,4,teaspoon
cornstarch,8.0 teaspoons cornstarch,Misc_86,1,8,teaspoon
cornstarch,8.0 tsp cornstarch,Misc_87,0.92,8,teaspoon
cornstarch,1.33333333333 tsp. cornstarch,Misc_95,1,1.333333333,teaspoon
cornstarch,2.13333333333 teaspoons cornstarch,Misc_111,NA,2.133333333,teaspoon
cream,1.3333333333333333 teaspoon cream,AR_96,0.818181801,1.333333333,teaspoon
crispy rice,0.6666666666666666 cup crispy rice cereal,AR_19,0.880000019,0.666666667,cup
crispy rice,0.8 cup crispy rice cereal,AR_118,0.830769253,0.8,cup
crispy rice,0.5 cup crispy rice cereal,AR_280,NA,0.5,cup
egg,2.0 eggs,AR_1,0.920724583,2,egg
egg,1.3333333333333333 egg,AR_2,0.937981987,1.333333333,egg
egg,2.0 eggs,AR_3,0.917986774,2,egg
egg,2.0 eggs,AR_4,0.922985077,2,egg
egg,2.0 eggs,AR_5,0.937341785,2,egg
egg,1.3333333333333333 egg,AR_7,0.896335125,1.333333333,egg
egg,4.0 eggs,AR_8,0.942446041,4,egg
egg,1.6 eggs,AR_10,0.905162048,1.6,egg
egg,2.6666666666666665 eggs,AR_11,0.902891922,2.666666667,egg
egg,2.0 eggs,AR_12,0.873469353,2,egg
egg,4.0 egg,AR_13,0.909016418,4,egg
egg,1.3333333333333333 eggs,AR_14,0.90666666,1.333333333,egg
egg,2.0 eggs,AR_15,0.924302769,2,egg
egg,2.2857142857142856 eggs,AR_16,0.85882349,2.285714286,egg
egg,2.6666666666666665 eggs,AR_19,0.880000019,2.666666667,egg
egg,2.6666666666666665 eggs,AR_21,0.881944466,2.666666667,egg
egg,2.0 eggs,AR_23,0.869999981,2,egg
egg,2.0 eggs,AR_26,0.9,2,egg
egg,1.3333333333333333 egg,AR_27,0.876923084,1.333333333,egg
egg,4.0 eggs,AR_28,0.873333359,4,egg
egg,1.0 egg,AR_30,0.859829044,1,egg
egg,3.2 eggs,AR_32,0.830769253,3.2,egg
egg,2.6666666666666665 eggs,AR_33,0.826666641,2.666666667,egg
egg,4.0 egg,AR_35,0.843636322,4,egg
egg,2.6666666666666665 eggs,AR_37,0.8,2.666666667,egg
egg,2.0 eggs,AR_39,0.6,2,egg
egg,4.0 eggs,AR_43,0.828866005,4,egg
egg,2.0 eggs,AR_45,0.821052647,2,egg
egg,8.0 eggs,AR_47,0.7125,8,egg
egg,4.0 eggs,AR_48,0.677777767,4,egg
egg,2.6666666666666665 eggs,AR_49,0.592592573,2.666666667,egg
egg,4.0 eggs,AR_50,0.66500001,4,egg
egg,1.3333333333333333 egg,AR_52,0.476190472,1.333333333,egg
egg,4.0 eggs,AR_53,0.692473125,4,egg
egg,4.0 egg white,AR_54,0.723741007,4,egg
egg,4.0 eggs,AR_55,0.385714293,4,egg
egg,2.0 eggs,AR_57,0.595505619,2,egg
egg,4.0 eggs,AR_66,0.902002907,4,egg
egg,1.5 large egg,AR_67,0.939130402,1.5,egg
egg,3.0 large egg,AR_69,0.920792103,3,egg
egg,1.6 eggs,AR_70,0.91003809,1.6,egg
egg,2.0 eggs,AR_78,0.915186214,2,egg
egg,4.0 eggs,AR_79,0.633333349,4,egg
egg,4.0 egg,AR_84,0.905737686,4,egg
egg,1.0 egg,AR_88,0.955555534,1,egg
egg,1.6 eggs,AR_89,0.909890079,1.6,egg
egg,4.0 eggs,AR_90,0.902608681,4,egg
egg,4.0 eggs,AR_91,0.928301907,4,egg
egg,3.2 eggs,AR_95,0.844067764,3.2,egg
egg,2.6666666666666665 eggs,AR_96,0.818181801,2.666666667,egg
egg,1.6 eggs,AR_97,0.933333302,1.6,egg
egg,4.0 eggs,AR_98,0.90666666,4,egg
egg,2.0 egg,AR_99,0.858333302,2,egg
egg,1.476923076923077 eggs,AR_101,0.6,1.476923077,egg
egg,2.6666666666666665 eggs,AR_102,0.9375,2.666666667,egg
egg,1.6 eggs,AR_103,0.88125,1.6,egg
egg,8.0 eggs,AR_107,0.927272701,8,egg
egg,1.1428571428571428 eggs,AR_108,0.867741966,1.142857143,egg
egg,1.3333333333333333 eggs,AR_109,0.871794891,1.333333333,egg
egg,1.0 egg,AR_110,0.868292713,1,egg
egg,4.0 eggs,AR_111,1,4,egg
egg,2.6666666666666665 eggs,AR_113,0.8,2.666666667,egg
egg,1.0 egg,AR_116,0.847999954,1,egg
egg,1.6 eggs,AR_118,0.830769253,1.6,egg
egg,2.0 eggs,AR_119,0.845714283,2,egg
egg,4.0 eggs,AR_128,0.714285707,4,egg
egg,2.6666666666666665 eggs,AR_140,0.584615374,2.666666667,egg
egg,2.6666666666666665 eggs,AR_141,0.784615374,2.666666667,egg
egg,4.0 eggs,AR_142,0.671428585,4,egg
egg,2.0 egg,AR_144,0.442857122,2,egg
egg,2.6666666666666665 eggs,AR_155,0.931135178,2.666666667,egg
egg,4.0 egg,AR_156,0.924294472,4,egg
egg,4.0 egg yolk,AR_156,0.924294472,4,egg
egg,2.0 large eggs,AR_164,0.917012405,2,egg
egg,2.6666666666666665 eggs,AR_169,0.873728848,2.666666667,egg
egg,4.0 eggs,AR_195,0.585714293,4,egg
egg,2.6666666666666665 eggs,AR_196,0.785929632,2.666666667,egg
egg,4.0 egg,AR_197,0.706521749,4,egg
egg,1.3333333333333333 egg,AR_218,0.877419376,1.333333333,egg
egg,4.0 eggs,AR_256,0.870253181,4,egg
egg,2.4 large egg room temperature,E_21,0.75,2.4,egg
egg,4.8 large eggs,E_26,0.875,4.8,egg
egg,3.2 large eggs,E_79,0.75,3.2,egg
egg,1.92 large eggs,E_87,0.75,1.92,egg
egg,16.0 eggs,E_88,0.375,16,egg
egg,2.0 large eggs at room temperature,E_89,0.875,2,egg
egg,1.6 large eggs,E_91,1,1.6,egg
egg,1.0 egg,E_133,0.75,1,egg
egg,0.266666666667 large eggs,E_146,0.5,0.266666667,egg
egg,1.33333333333 large eggs,E_197,0.875,1.333333333,egg
egg,4.0 large egg yolks,E_215,0.875,4,egg
egg,2.0 large egg,E_215,0.875,2,egg
egg,1.33333333333 large egg,E_220,0.75,1.333333333,egg
egg,5.14285714286 large eggs,E_230,0.875,5.142857143,egg
egg,4.0 large eggs,E_258,0.75,4,egg
egg,2.66666666667 large eggs,E_362,0.625,2.666666667,egg
egg,2.28571428571 large eggs,E_375,0.75,2.285714286,egg
egg,2.18181818182 egg,E_399,1,2.181818182,egg
egg,0.32 large egg,E_509,0.75,0.32,egg
egg,8.0 large eggs,Misc_1,1,8,egg
egg,1.0 egg,Misc_2,1,1,egg
egg,1.33333333333 egg plus 1 yolk,Misc_3,0.8,1.333333333,egg
egg,4.8 egg,Misc_4,0.8,4.8,egg
egg,2.90909090909 eggs,Misc_5,0.8,2.909090909,egg
egg,4.8 eggs,Misc_7,0.8,4.8,egg
egg,1.74545454545 eggs,Misc_8,1,1.745454545,egg
egg,1.0 egg,Misc_9,0.86,1,egg
egg,3.2 large eggs,Misc_10,0.84,3.2,egg
egg,1.6 large eggs,Misc_11,0.86,1.6,egg
egg,2.0 large egg,Misc_12,0.984,2,egg
egg,2.66666666667 large eggs,Misc_13,0.6,2.666666667,egg
egg,3.69230769231 large eggs at room temperature,Misc_14,NA,3.692307692,egg
egg,1.06666666667 large egg + 1.06666666667 yolks room temperature preferred*,Misc_15,1,1.066666667,egg
egg,2.0 eggs,Misc_16,0.9,2,egg
egg,2.0 large land o lakes® eggs,Misc_17,0.9,2,egg
egg,1.33333333333 large egg,Misc_18,0.88,1.333333333,egg
egg,3.0 eggs room temperature preferred,Misc_19,0.98,3,egg
egg,4.0 large eggs,Misc_20,0.96,4,egg
egg,2.0 large egg,Misc_21,NA,2,egg
egg,2.0 large egg yolk,Misc_21,NA,2,egg
egg,2.0 large eggs,Misc_22,NA,2,egg
egg,4.0 large eggs,Misc_23,0.9,4,egg
egg,1.33333333333 large eggs slightly beaten,Misc_24,0.9,1.333333333,egg
egg,4.0 extra large eggs,Misc_25,NA,4,egg
egg,4.0 large eggs,Misc_26,0.9,4,egg
egg,4.0 large eggs at room temperature,Misc_27,NA,4,egg
egg,4.0 large eggs at room temperature,Misc_28,0.98,4,egg
egg,1.33333333333 large egg,Misc_29,NA,1.333333333,egg
egg,1.33333333333 egg yolk when i double the recipe i do 3 eggs instead of 2 eggs and 2 yolks… it’s up to you,Misc_29,NA,1.333333333,egg
egg,4.8 large eggs,Misc_30,1,4.8,egg
egg,1.6 eggs,Misc_31,0.8,1.6,egg
egg,4.0 eggs,Misc_32,NA,4,egg
egg,1.92 eggs,Misc_33,NA,1.92,egg
egg,6.85714285714 large eggs*,Misc_34,NA,6.857142857,egg
egg,1.84615384615 large egg,Misc_35,0.6,1.846153846,egg
egg,3.0 large eggs,Misc_36,0.982,3,egg
egg,2.66666666667 large eggs room temperature,Misc_37,0.8,2.666666667,egg
egg,3.2 eggs,Misc_38,NA,3.2,egg
egg,1.6 eggs,Misc_39,NA,1.6,egg
egg,2.0 large eggs,Misc_40,NA,2,egg
egg,2.4 large eggs,Misc_41,NA,2.4,egg
egg,3.2 eggs,Misc_42,NA,3.2,egg
egg,2.52631578947 large eggs room temperature,Misc_43,NA,2.526315789,egg
egg,2.0 large egg + 2.0 egg yolk,Misc_44,NA,2,egg
egg,2.66666666667 goldhen large eggs,Misc_45,NA,2.666666667,egg
egg,2.0 egg,Misc_46,NA,2,egg
egg,1.14285714286 large eggs,Misc_47,NA,1.142857143,egg
egg,1.33333333333 large egg,Misc_48,NA,1.333333333,egg
egg,"3.2 	large eggs",Misc_49,NA,3.2,egg
egg,"4.0 	eggs",Misc_50,NA,4,egg
egg,"2.13333333333 	large eggs",Misc_51,NA,2.133333333,egg
egg,"1.92 	large eggs at room temperature",Misc_52,NA,1.92,egg
egg,"3.0 	large egg",Misc_53,NA,3,egg
egg,"3.0 	large egg yolk",Misc_53,NA,3,egg
egg,1.33333333333 egg,Misc_54,NA,1.333333333,egg
egg,2.28571428571 extra large eggs room temperature,Misc_55,NA,2.285714286,egg
egg,2.0 large egg at room temperature,Misc_56,NA,2,egg
egg,4.0 eggs whole,Misc_60,NA,4,egg
egg,2.0 large eggs,Misc_61,NA,2,egg
egg,4.0 eggs,Misc_62,NA,4,egg
egg,1.77777777778 large egg cracked into a small cup or saucer,Misc_63,NA,1.777777778,egg
egg,2.4 large eggs beaten,Misc_64,NA,2.4,egg
egg,1.0 egg,Misc_65,NA,1,egg
egg,2.0 egg,Misc_67,0.88,2,egg
egg,2.0 large egg,Misc_68,NA,2,egg
egg,4.0 egg,Misc_69,0.92,4,egg
egg,1.33333333333 large egg,Misc_70,1,1.333333333,egg
egg,4.8 large egg,Misc_72,NA,4.8,egg
egg,2.0 eggs,Misc_73,NA,2,egg
egg,2.66666666667 eggs,Misc_74,0.92,2.666666667,egg
egg,3.55555555556 large eggs,Misc_75,NA,3.555555556,egg
egg,4.0 large or extra large eggs room temperature,Misc_76,NA,4,egg
egg,3.42857142857 each eggs,Misc_77,NA,3.428571429,egg
egg,2.4 egg,Misc_78,NA,2.4,egg
egg,3.42857142857 large egg,Misc_79,NA,3.428571429,egg
egg,4.0 egg,Misc_80,NA,4,egg
egg,2.66666666667 large egg,Misc_81,1,2.666666667,egg
egg,2.66666666667 additional egg yolk,Misc_81,1,2.666666667,egg
egg,3.42857142857 egg,Misc_82,0.934,3.428571429,egg
egg,2.0 eggs,Misc_83,NA,2,egg
egg,3.69230769231 egg,Misc_84,0.99,3.692307692,egg
egg,3.69230769231 egg yolk,Misc_84,0.99,3.692307692,egg
egg,1.33333333333 large egg,Misc_85,NA,1.333333333,egg
egg,4.0 egg,Misc_86,1,4,egg
egg,4.0 egg + 4.0 egg yolk,Misc_87,0.92,4,egg
egg,3.42857142857 large egg,Misc_89,NA,3.428571429,egg
egg,7.2 eggs,Misc_90,NA,7.2,egg
egg,1.0 egg + 1.0 yolk room temperature,Misc_91,NA,1,egg
egg,2.66666666667 egg,Misc_92,NA,2.666666667,egg
egg,2.66666666667 eggs,Misc_93,1,2.666666667,egg
egg,2.66666666667 large eggs room temperature,Misc_94,NA,2.666666667,egg
egg,2.66666666667 eggs,Misc_95,1,2.666666667,egg
egg,2.4 large egg,Misc_96,NA,2.4,egg
egg,2.74285714286 large eggs,Misc_97,NA,2.742857143,egg
egg,2.0 large egg plus 2.0 egg yolk,Misc_98,NA,2,egg
egg,5.33333333333 large eggs cold,Misc_99,0.9,5.333333333,egg
egg,5.33333333333 large eggs,Misc_100,NA,5.333333333,egg
egg,3.0 large egg,Misc_101,NA,3,egg
egg,3.0 large egg yolk,Misc_101,NA,3,egg
egg,8.0 eggs,Misc_102,NA,8,egg
egg,2.66666666667 eggs,Misc_103,NA,2.666666667,egg
egg,1.6 large egg,Misc_104,NA,1.6,egg
egg,8.0 egg,Misc_105,NA,8,egg
egg,1.33333333333 whole egg plus 1.33333333333 yolk,Misc_106,NA,1.333333333,egg
egg,1.6 large egg,Misc_107,NA,1.6,egg
egg,2.0 large egg,Misc_108,NA,2,egg
egg,4.0 large eggs,Misc_109,NA,4,egg
egg,1.06666666667 large egg + 1.06666666667 yolks room temperature preferred*,Misc_111,NA,1.066666667,egg
egg,5.33333333333 large eggs,Misc_112,NA,5.333333333,egg
egg,2.28571428571 large eggs,Misc_113,NA,2.285714286,egg
egg,3.2 large eggs,Misc_114,0.82,3.2,egg
egg,"1.5 large egg, straight from the fridge",Misc_110,0.88,1.5,egg
graham cracker,0.36923076923076925 cup finely ground graham cracker crumbs,AR_101,0.6,0.369230769,cup
honey,0.6666666666666666 cup honey,AR_19,0.880000019,0.666666667,cup
honey,2.6666666666666665 teaspoons honey,AR_33,0.826666641,0.05555,cup
instant coffee,6.0 teaspoons instant espresso coffee powder,AR_84,0.905737686,6,teaspoon
instant coffee,4.0 tsp instant espresso powder,Misc_87,0.92,4,teaspoon
lemon,1.2 teaspoon lemon juice,Misc_30,1,1.2,teaspoon
liquer,2.0 tablespoon coffee flavored liqueur,AR_91,0.928301907,18,teaspoon
liquer,2.0 teaspoon coffee flavored liqueur,AR_128,0.714285707,2,teaspoon
macadmia,1.0 cup chopped macadamia nuts,AR_28,0.873333359,1,cup
maple,0.375 cup maple syrup 60ml,Misc_19,0.98,6,tablespoon
maple,0.7384615384615385 tablespoons real maple syrup,AR_101,0.6,0.738461538,tablespoon
margarine,1.0 cup margarine softened,AR_15,0.924302769,1,cup
margarine,0.6000000000000001 cup margarine,AR_32,0.830769253,0.6,cup
margarine,1.0 cup butter or margarine,AR_45,0.821052647,1,cup
margarine,2.0 cup margarine,AR_53,0.692473125,2,cup
margarine,0.75 cup butter or margarine softened,AR_88,0.955555534,0.75,cup
margarine,0.36923076923076925 cup margarine,AR_101,0.6,0.369230769,cup
margarine,0.6666666666666666 cup margarine softened,AR_102,0.9375,0.666666667,cup
margarine,1.0 cup butter or margarine softened,Misc_9,0.86,1,cup
margarine,1.0 cups butter or margarine softened save $,Misc_16,0.9,1,cup
margarine,1.0 cup butter or margarine softened,Misc_61,NA,1,cup
margarine,1.0 cup butter or margarine softened,Misc_67,0.88,1,cup
marshmallows,2.0 cups miniature marshmallows,AR_140,0.584615374,2,cup
milk,1.3333333333333333 tablespoons milk,AR_14,0.90666666,1.333333333,tablespoon
milk,5.333333333333333 tablespoons milk,AR_21,0.881944466,5.333333333,tablespoon
milk,2.0 tablespoons milk,AR_39,0.6,2,tablespoon
milk,2.0 cups milk,AR_50,0.66500001,32,tablespoon
milk,2.0 cup milk,AR_53,0.692473125,32,tablespoon
milk,2.0 tablespoons milk,AR_57,0.595505619,2,tablespoon
milk,3.0 tablespoons milk,AR_67,0.939130402,3,tablespoon
milk,0.3333333333333333 cup milk,AR_96,0.818181801,5.333,tablespoon
milk,8.0 tablespoons milk,AR_107,0.927272701,8,tablespoon
milk,1.0 tablespoon milk,AR_110,0.868292713,1,tablespoon
milk,4.36363636364 tablespoons milk,E_399,1,4.363636364,tablespoon
milk,4.0 tablespoons milk,Misc_6,0.8,4,tablespoon
milk,4.0 tablespoons whole milk,Misc_21,NA,4,tablespoon
milk,2.66666666667 tablespoons milk,Misc_54,NA,2.666666667,tablespoon
milk,0.888888888889 cup milk chocolate chips,Misc_63,NA,14.22222,tablespoon
milk,2.66666666667 cup milk chocolate chips,Misc_81,1,42.6656,tablespoon
milk,5.33333333333 tablespoons nonfat milk powder,Misc_92,NA,5.333333333,tablespoon
milk,2.66666666667 cups about 12.66666666667 ounces semisweet and/or milk chocolate chips,Misc_13,0.6,42.66666667,tablespoon
milk,4.0 cups milk chocolate chips,Misc_20,0.96,64,tablespoon
milk,2.0 cup milk chocolate chips,Misc_32,NA,32,tablespoon
milk,1.33333333333 cup milk chocolate chips,Misc_37,0.8,21.33333333,tablespoon
milk,3.0 cups semi sweet chocolate chips or milk chocolate,Misc_44,NA,48,tablespoon
milk,2.66666666667 cups semisweet or milk chocolate chips or chocolate chunks,Misc_70,1,42.66666667,tablespoon
milk,2.66666666667 cups milk chocolate chips,Misc_74,0.92,42.66666667,tablespoon
milk,"3.0 cup of milk chocolate chips, plus more chocolate chips for topping cookies",Misc_101,NA,48,tablespoon
milk,1.5 cup milk chocolate chips,Misc_108,NA,24,tablespoon
molasses,1.0 tbsp unsulphured molasses,Misc_73,NA,1,tablespoon
nestle,0.4 cup nestle's quik powder,E_79,0.75,0.4,cup
nutmeg,"0.24 	teaspoon freshly grated nutmeg",Misc_52,NA,0.24,teaspoon
nutmeg,0.1875 teaspoon grated nutmeg,Misc_110,0.88,0.1875,teaspoon
nuts,1.0 cup coarsely chopped nuts,AR_12,0.873469353,1,cup
nuts,1.0 cup chopped nuts,AR_164,0.917012405,1,cup
nuts,0.8 cup chopped nuts,E_91,1,0.8,cup
nuts,1.0 cup coarsely chopped nuts,Misc_9,0.86,1,cup
nuts,1.8 cup 100 g chopped nuts or any other add ins optional,Misc_96,NA,1.8,cup
nuts,1.30909090909 cups chopped nuts,Misc_8,1,1.309090909,cup
nuts,0.8 cup chopped nuts,Misc_11,0.86,0.8,cup
nuts,"3.0 cups nuts, any kind of nuts optional",Misc_109,NA,3,cup
oat,0.6666666666666666 cup rolled oats,AR_2,0.937981987,0.666666667,cup
oat,1.6666666666666665 cups rolled oats,AR_14,0.90666666,1.666666667,cup
oat,2.8571428571428568 cups rolled oats,AR_16,0.85882349,2.857142857,cup
oat,0.6666666666666666 cup rolled oats,AR_19,0.880000019,0.666666667,cup
oat,2.0 cups quick cooking oats,AR_39,0.6,2,cup
oat,6.0 cups rolled oats,AR_53,0.692473125,6,cup
oat,2.0 cups rolled oats,AR_70,0.91003809,2,cup
oat,4.0 cups rolled oats,AR_91,0.928301907,4,cup
oat,3.333333333333333 cups rolled oats,AR_96,0.818181801,3.333333333,cup
oat,1.8461538461538463 cups rolled oats,AR_101,0.6,1.846153846,cup
oat,1.1428571428571428 cups rolled oats,AR_108,0.867741966,1.142857143,cup
oat,0.5 cup rolled oats,AR_280,NA,0.5,cup
oat,2.4 cups old fashioned rolled oats,E_79,0.75,2.4,cup
oat,4.0 cups old fashioned rolled oats,E_220,0.75,4,cup
oat,4.0 cups old fashioned rolled oats,E_258,0.75,4,cup
oat,2.18181818182 cups oatmeal,Misc_8,1,2.181818182,cup
oat,1.2 cup old fashioned oats,Misc_30,1,1.2,cup
oat,2.0 cup quick cooking oats,Misc_67,0.88,2,cup
oat,0.333333333333 cup quick cooking oats,Misc_93,1,0.333333333,cup
oat,5.0 cups oatmeal put in blender and make into flour,Misc_109,NA,5,cup
nuts,0.8 cup nuts chopped optional,Misc_39,NA,0.8,cup
peanut butter,0.6666666666666666 cup peanut butter,AR_2,0.937981987,0.666666667,cup
peanut butter,0.6666666666666666 cup crunchy peanut butter,AR_96,0.818181801,0.666666667,cup
peanut butter chips,0.4444444444444444 cup peanut butter chips,AR_33,0.826666641,0.444444444,cup
pecan,0.3333333333333333 cup chopped pecans,AR_4,0.922985077,0.333333333,cup
pecan,0.8 cup chopped pecans optional,AR_10,0.905162048,0.8,cup
pecan,1.2000000000000002 cups chopped pecans,AR_97,0.933333302,1.2,cup
pecan,1.0 cup chopped pecans,AR_99,0.858333302,1,cup
pecan,48.0 tablespoon pecan nuts lightly chopped or crumbled by hand,E_169,0.5,3,cup
pecan,1.2 cups chopped walnuts pecans or hazelnuts optional,Misc_31,0.8,1.2,cup
pecan,1.0 cup 100 grams walnuts or pecans coarsely chopped optional,Misc_40,NA,1,cup
pecan,1.0 cup walnuts or pecans chopped optional,Misc_61,NA,1,cup
pecan,"0.666666666667 cup walnuts, chopped or 0.666666666667 cup pecans",Misc_24,0.9,0.666666667,cup
pecan,"1.06666666667 	cup finely chopped walnuts or pecans",Misc_51,NA,1.066666667,cup
pecan,"2.25 	cup chopped pecans or walnuts, toasted optional",Misc_53,NA,2.25,cup
pecan,1.33333333333 cup coarsely chopped pecans,Misc_54,NA,1.333333333,cup
pecan,"1.71428571429 cup 1/2 lb. butter, at room temperature 1.71428571429 1/2 cups firmly packed brown sugar 2 large eggs 1.71428571429 teaspoon vanilla 2 1/2 cups all purpose flour 1.71428571429 teaspoon baking soda 1/2 teaspoon salt 2 cups semisweet chocolate chips 12 oz. 1.71428571429 cup chopped pecans optional",Misc_57,0.8,1.714285714,cup
pudding mix,2.0 3.3 ounce package instant white chocolate pudding mix,AR_8,0.942446041,2,ounce
pudding mix,1.0 3.5 ounce package instant vanilla pudding mix,AR_3,0.917986774,1,ounce
pudding mix,1.0 3.5 ounce package instant vanilla pudding mix,AR_15,0.924302769,1,ounce
pudding mix,1.3333333333333333 3.5 ounce package instant vanilla pudding mix,AR_102,0.9375,1.333333333,ounce
pudding mix,1.3333333333333333 3.4 ounce packages instant vanilla pudding mix,AR_155,0.931135178,1.333333333,ounce
pudding mix,1.33333333333 3 1/1.33333333333 ounce packages vanilla instant pudding mix,Misc_103,NA,1.333333333,ounce
pudding mix,1 12.0  ounce packet instant vanilla pudding mix not sugar free and not ‘cook & serve’,Misc_79,NA,1,ounce
raisins,1.33333333333 cup golden raisins,E_220,0.75,1.333333333,cup
raisins,4.0 cup 150 g milk chocolate covered raisins,Misc_102,NA,4,cup
salt,0.5 teaspoon salt,AR_1,0.920724583,0.5,teaspoon
salt,0.3333333333333333 teaspoon salt,AR_2,0.937981987,0.333333333,teaspoon
salt,0.5 teaspoon salt,AR_4,0.922985077,0.5,teaspoon
salt,1.0 teaspoon salt,AR_5,0.937341785,1,teaspoon
salt,0.6666666666666666 teaspoon salt,AR_7,0.896335125,0.666666667,teaspoon
salt,2.0 teaspoon salt,AR_8,0.942446041,2,teaspoon
salt,0.8 teaspoon salt,AR_10,0.905162048,0.8,teaspoon
salt,1.3333333333333333 teaspoon salt,AR_11,0.902891922,1.333333333,teaspoon
salt,1.0 teaspoon salt,AR_12,0.873469353,1,teaspoon
salt,2.0 teaspoon salt,AR_13,0.909016418,2,teaspoon
salt,0.6666666666666666 teaspoon salt,AR_14,0.90666666,0.666666667,teaspoon
salt,1.3333333333333333 teaspoon salt,AR_19,0.880000019,1.333333333,teaspoon
salt,2.6666666666666665 teaspoons salt,AR_21,0.881944466,2.666666667,teaspoon
salt,0.6666666666666666 teaspoon salt,AR_27,0.876923084,0.666666667,teaspoon
salt,1.0 teaspoon salt,AR_28,0.873333359,1,teaspoon
salt,0.5 teaspoon salt,AR_30,0.859829044,0.5,teaspoon
salt,0.3333333333333333 teaspoon salt,AR_33,0.826666641,0.333333333,teaspoon
salt,1.3333333333333333 teaspoon salt,AR_37,0.8,1.333333333,teaspoon
salt,1.0 teaspoon salt,AR_39,0.6,1,teaspoon
salt,1.0 teaspoon salt,AR_43,0.828866005,1,teaspoon
salt,4.0 teaspoon salt,AR_47,0.7125,4,teaspoon
salt,1.3333333333333333 teaspoon salt,AR_49,0.592592573,1.333333333,teaspoon
salt,2.0 teaspoon salt,AR_53,0.692473125,2,teaspoon
salt,0.5 teaspoon salt,AR_54,0.723741007,0.5,teaspoon
salt,1.0 teaspoon salt,AR_55,0.385714293,1,teaspoon
salt,0.5 teaspoon salt,AR_57,0.595505619,0.5,teaspoon
salt,2.0 teaspoon salt,AR_66,0.902002907,2,teaspoon
salt,1.875 teaspoons kosher salt,AR_67,0.939130402,1.875,teaspoon
salt,1.5 teaspoon salt,AR_69,0.920792103,1.5,teaspoon
salt,0.4 teaspoon salt,AR_70,0.91003809,0.4,teaspoon
salt,1.0 teaspoon salt,AR_78,0.915186214,1,teaspoon
salt,4.0 teaspoons salt,AR_79,0.633333349,4,teaspoon
salt,2.0 teaspoon salt,AR_84,0.905737686,2,teaspoon
salt,0.25 teaspoon salt,AR_88,0.955555534,0.25,teaspoon
salt,0.2 teaspoon salt,AR_89,0.909890079,0.2,teaspoon
salt,1.0 teaspoon salt,AR_90,0.902608681,1,teaspoon
salt,2.0 teaspoon salt,AR_91,0.928301907,2,teaspoon
salt,1.2000000000000002 teaspoon salt,AR_95,0.844067764,1.2,teaspoon
salt,1.3333333333333333 teaspoon salt,AR_96,0.818181801,1.333333333,teaspoon
salt,0.4 teaspoon salt,AR_97,0.933333302,0.4,teaspoon
salt,0.24 tablespoons salt,AR_98,0.90666666,0.72,teaspoon
salt,0.27692307692307694 teaspoon salt,AR_101,0.6,0.276923077,teaspoon
salt,0.8 teaspoon salt,AR_103,0.88125,0.8,teaspoon
