PC1,PC2,Cluster,Sentence
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
2.28164708 ,1.29107179 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees "
-0.72082384 ,0.07677953 ,3 , "C).Beat  butter ,  brown  sugar ,  and  white  sugar  together  in  a  bowl  using  an  electric  mixer  until  smooth  and  creamy. "
-1.02330771 ,0.50864841 ,3 , "Beat  eggs  and  vanilla  extract  into  butter  mixture  until  incorporated. "
-0.96864655 ,0.75784417 ,4 , "Whisk  oats ,  flour ,  chocolate  chips ,  cocoa  powder ,  baking  soda ,  and  salt  together  in  a  bowl;  slowly  stir  into  butter  mixture  until  dough  is  just  mixed. "
0.05015980 ,-0.07412221 ,2 , "Scoop  dough  using  a  small  scooper  onto  baking  sheet. "
0.54479490 ,0.14960348 ,6 , "Bake  in  the  preheated  oven  until  edges  of  cookies  are  lightly  browned ,  about  15  minutes. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
-1.02779431 ,0.44678052 ,3 , "In  a  large  bowl ,  cream  together  the  butter ,  peanut  butter ,  white  sugar  and  brown  sugar.     "
-0.70290084 ,-0.42299913 ,3 , "Beat  in  the  eggs  one  at  a  time ,  then  stir  in  the  milk ,  cream  and  vanilla. "
-0.99075542 ,0.86754764 ,4 , "Combine  the  flour ,  baking  soda ,  salt  and  cinnamon ,  stir  into  the  creamed  mixture. "
-0.92382609 ,-0.04481687 ,5 , "Finally ,  mix  in  the  rolled  oats  and  chocolate  chips. "
0.14501578 ,-0.48209680 ,2 , "Drop  by  rounded  spoonfuls  onto  the  prepared  cookie  sheets. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
2.28164708 ,1.29107179 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees "
-0.85684522 ,0.44529641 ,5 , "C).Mix  together  the  cake  mix ,  eggs ,  oil ,  raisins ,  oatmeal  and  chocolate  chips.     "
-0.56252230 ,-0.12141986 ,3 , "Stir  well. "
0.35427256 ,-0.10318908 ,2 , "Drop  by  teaspoonful  onto  a  greased  cookie  sheet  (Baking  stones  yield  best  results).       "
1.00426417 ,-0.52753416 ,6 , "Bake  for  about  8-10  minutes. "
0.45057769 ,-0.71778232 ,0 , "Remove  from  oven  and  let  cool  for  1  minute  before  removing  from  cookie  sheet.     "
0.75590412 ,-0.94899424 ,0 , "NOTE:     "
-0.11460458 ,-0.70684768 ,0 , "For  even  more  chocolate ,  put  a  large  chocolate  kiss  in  the  center  of  each  cookie  1  minute  before  removing  from  oven. "
1.80583611 ,0.80376849 ,1 , "Preheat  the  oven  to  375  degrees  F  (190  degrees  C). "
0.30127028 ,-0.41561181 ,2 , "Line  cookie  sheets  with  parchment  paper. "
-0.81297573 ,0.28268437 ,3 , "In  a  medium  bowl ,  stir  together  the  melted  butter  and  brown  sugar  until  smooth. "
-0.17232668 ,-1.17510939 ,0 , "Beat  in  the  eggs  one  at  a  time. "
-0.92331074 ,0.90609352 ,4 , "Combine  the  flour ,  baking  powder  and  baking  soda ,  gradually  stir  into  the  sugar  mixture. "
-0.66085697 ,-0.20806875 ,5 , "Fold  in  the  chocolate  chips. "
0.14501578 ,-0.48209680 ,2 , "Drop  by  rounded  spoonfuls  onto  the  prepared  cookie  sheets. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
0.93100659 ,0.43704955 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C).Pour  the  cake  mix  into  a  large  bowl. "
-0.63156541 ,0.06856677 ,3 , "Stir  in  the  butter ,  eggs  and  vanilla  with  an  electric  mixer  until  well  blended.     "
-0.98723006 ,0.16618870 ,5 , "Stir  in  the  chocolate  chips. "
0.24228457 ,-0.32297820 ,2 , "Drop  by  rounded  spoonfuls  onto  cookie  sheets. "
0.68620175 ,-0.31653685 ,6 , "Bake  for  11  to  15  minutes  in  the  preheated  oven ,  until  the  edges  are  golden. "
0.39042286 ,-1.04713251 ,0 , "Cool  on  baking  sheets  for  a  few  minutes  before  removing  to  cool  on  wire  racks. "
1.77579488 ,0.76316623 ,1 , "Preheat  the  oven  to  350  degrees  F  (175  degrees  C). "
-0.63065072 ,0.29246510 ,4 , "In  a  medium  bowl ,  stir  together  the  flour ,  baking  soda  and  salt  with  a  fork. "
0.17648582 ,-1.13219655 ,0 , "Set  aside. "
-1.08255781 ,0.36458035 ,3 , "Cream  together  the  butter ,  white  sugar ,  and  brown  sugar  until  smooth. "
-0.43536171 ,-0.78470764 ,3 , "Beat  in  the  eggs  one  at  a  time ,  then  stir  in  the  bourbon. "
-0.80025905 ,0.38079158 ,4 , "Stir  in  the  flour  mixture  just  until  blended. "
-0.71413061 ,0.39818917 ,5 , "Fold  in  pecans  and  chocolate  chips.     "
0.50019045 ,0.31651611 ,2 , "Drop  by  large  spoonfuls  onto  ungreased  baking  sheets. "
0.62191327 ,0.06529229 ,6 , "Bake  in  the  preheated  oven  until  the  edges  are  lightly  browned ,  about  10  minutes. "
0.30545479 ,-1.16254912 ,0 , "Cool  on  the  cookie  sheet  for  a  minute ,  then  remove  to  wire  racks  to  cool  completely. "
1.48522514 ,0.72468749 ,1 , "Preheat  the  oven  to "
0.19158868 ,0.35250290 ,3 , "400  degrees  F  (200  degrees  C).In  a  medium  bowl ,  cream  together  the  butter  and  sugar  until  smooth. "
-0.65008597 ,-0.50977797 ,3 , "Beat  in  the  eggs  one  at  a  time ,  then  stir  in  the  vanilla  and  peppermint  extracts. "
-0.71866076 ,0.23467627 ,4 , "Combine  the  flour ,  cream  of  tartar ,  baking  soda ,  and  salt;  stir  into  the  creamed  mixture  until  all  of  the  dry  has  been  absorbed. "
-1.12011229 ,0.26001215 ,5 , "Mix  in  the  chocolate  chunks  and  chopped  candy  cane. "
0.23541967 ,-0.19799803 ,2 , "Form  spoonfuls  of  dough  into  balls ,  and  place  them  2  inches  apart  onto  an  ungreased  baking  sheet. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
1.18973525 ,0.59603847 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C).Toast  almonds  in  oven  for  10  minutes  or  until  brown. "
-0.32193277 ,0.48478739 ,4 , "Dissolve  coffee  in  2  tablespoons  hot  water.     "
-0.81089920 ,0.60881819 ,4 , "In  a  separate  small  mixing  bowl  mix  flour ,  baking  soda  and  salt. "
-0.31151965 ,-0.12797283 ,3 , "Beat  butter  and  sugar  in  an  electric  mixer  at  a  medium  speed  until  fluffy. "
-0.90612736 ,0.39980998 ,3 , "Pour  coffee ,  vanilla  and  eggs  into  the  butter  mixture;  mix  well. "
-0.42314240 ,0.28042453 ,3 , "Reduce  mixer's  speed  to  low  and  slowly  pour  flour  mixture  into  the  butter  mixture. "
-0.83223239 ,0.37444662 ,5 , "Fold  chocolate  chips  and  almonds  into  the  dough. "
0.65215386 ,-0.23001011 ,2 , "Drop  dough  by  teaspoonfuls  onto  an  ungreased  cookie  sheet ,  3  inches  apart. "
1.02976317 ,-0.31812128 ,6 , "Bake  for  10  minutes. "
1.97257623 ,1.02417523 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C). "
-0.81545732 ,0.52277289 ,4 , "Mix  together  butter ,  shortening ,  and  sugar.     "
-0.93594447 ,0.14048244 ,3 , "Add  eggs  and  vanilla ,  then  mix. "
-0.57071842 ,0.84340674 ,4 , "Add  flours  and  baking  soda.     "
-0.12918363 ,0.25453589 ,3 , "Stir.     "
-0.68788340 ,0.27422616 ,5 , "Add  chocolate  chips.     "
-0.57767928 ,0.56141953 ,4 , "Stir. "
0.48304783 ,-0.06682475 ,2 , "Drop  by  teaspoonful  on  greased  cookie  sheet.     "
0.31974501 ,-0.97414908 ,0 , "DO  NOT  FLATTEN.     "
1.08866709 ,-0.38418686 ,6 , "Bake  for  8-10  minutes. "
1.39782926 ,0.90088057 ,1 , "Preheat  oven  to  375  degrees  F.    Grease  cookie  sheets. "
-0.19065691 ,0.23173566 ,3 , "Melt  the  butter  in  a  sauce  pan  over  low  heat.     "
-0.65450105 ,0.04226930 ,3 , "Pour  into  bowl  and  combine  with  cake  mix  and  egg.     "
-0.11798647 ,-0.56368812 ,3 , "Beat  on  low  with  an  electric  mixer  until  blended. "
-1.04127575 ,1.00434098 ,5 , "Stir  in  chocolate  chips ,  pecans  and  1/4  cup  of  almonds. "
-0.00843107 ,-0.35357614 ,2 , "Shape  dough  into  balls.     "
-0.20443041 ,-0.44256198 ,3 , "Press  top  of  ball  in  remaining  almonds. "
0.70659228 ,-0.08155959 ,6 , "Bake  for  9-11  minutes  or  until  lightly  browned. "
-0.93028800 ,0.47131377 ,3 , "In  a    large  bowl  cream ,  sugar ,  butter ,  and  maple  syrup. "
-1.03154607 ,0.37656741 ,3 , "Add  eggs  and  vanilla. "
-0.34218851 ,-0.28609451 ,3 , "Grind  the  oats  in  a  food  processor  to  a  coarse  texture.     "
-0.58875985 ,-0.16277478 ,3 , "Mix  the  dry  ingredients  together  (except  chocolate)  and  pour  in  half ,  add  the  cracker  crumbs  and  nuts ,  mix  well  and  add  the  rest  of  the  dry  ingredients. "
0.74995237 ,-1.24387564 ,0 , "NOTE: "
-0.60555153 ,0.04641516 ,3 , "You  can  use  any  one  of  the  following  kinds  of  nuts:  peanuts ,  almonds ,  pecans ,  walnuts ,  filberts ,  cashews  or  chestnuts. "
-0.15232454 ,-0.48128794 ,0 , "Add  the  chocolate  chips  and  chocolate  pieces  last  and  form  into  small  balls  and  place  on  a  ungreased  cookie  sheet  3  inches  apart. "
0.11880037 ,-0.72813721 ,0 , "Press  the  cookies  flat. "
1.53093706 ,0.13799802 ,1 , "Bake  for  10  to  12  minutes  at  350  degrees  F  (175  degrees  C).     "
-0.09465662 ,-0.38776285 ,0 , "Dough  also  freezes  well. "
1.97257623 ,1.02417523 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C). "
-0.73300084 ,0.49463271 ,4 , "Whisk  together  the  flour  and  baking  soda  in  a  bowl. "
-0.90995131 ,0.20338457 ,3 , "In  a  large  bowl ,  mash  the  butter  and  margarine  together  until  thoroughly  blended ,  and  mix  in  the  white  sugar ,  brown  sugar ,  and  instant  pudding  mix. "
-0.93013594 ,-0.04523868 ,3 , "Beat  in  eggs  and  vanilla  extract  until  the  mixture  is  smooth  and  creamy. "
-0.81211774 ,-0.22265925 ,3 , "Mix  in  the  flour  in  several  additions ,  then  mix  in  the  chocolate  chips. "
-0.01676459 ,-0.61140821 ,0 , "Dough  will  be  stiff. "
0.39312552 ,0.08824550 ,2 , "Drop  by  tablespoon  onto  an  ungreased ,  nonstick  baking  sheet ,  about  2  inches  apart;  flatten  the  cookies  slightly. "
0.46443840 ,-0.27585209 ,6 , "Bake  in  the  preheated  oven  until  light  brown  and  still  soft  on  top ,  8  to  10  minutes. "
0.56402002 ,-0.88448016 ,0 , "Do  not  overbake. "
0.36458699 ,-0.94693264 ,0 , "Allow  to  cool  for  1  minute  on  the  baking  sheets  before  removing  and  cooling  completely  on  racks. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.29066095 ,0.31764147 ,2 , "Grease  two  baking  sheets. "
-0.89644815 ,0.12469573 ,3 , "Cream  together  the  butter ,  kiwi ,  brown  sugar  and  white  sugar  in  a  large  bowl ,  until  light  and  fluffy. "
-0.47969785 ,-0.67329954 ,3 , "Add  the  eggs  one  at  a  time ,  beating  well  with  each  addition ,  then  stir  in  the  vanilla  extract. "
-0.91696148 ,0.75353166 ,4 , "Combine  flour ,  baking  soda ,  and  toasted  oat  cereal  in  a  bowl;  gradually  stir  into  the  creamed  mixture. "
-0.60968975 ,-0.42712387 ,5 , "Finally ,  fold  in  the  chocolate  chips. "
0.16415839 ,-0.25967094 ,2 , "Drop  by  rounded  spoonfuls  onto  the  prepared  baking  sheets. "
0.80585095 ,0.09573537 ,6 , "Bake  in  preheated  oven  until  light  brown ,  about  8  to  10  minutes. "
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
0.29353592 ,-0.99017785 ,0 , "First  find  a  plastic  dishpan  (this  keeps  you  from  burning  up  your  mixer).     "
-0.80619237 ,0.12999195 ,3 , "Blend  oatmeal  in  blender  until  a  fine  powder. "
-0.90899413 ,0.53711599 ,3 , "Cream  butter  and  both  sugars.     "
-0.73165379 ,0.25393428 ,3 , "Add  eggs  and  vanilla.     "
-0.88071936 ,0.98842432 ,4 , "Mix  together  with  flour ,  oatmeal ,  salt ,  baking  powder  and  baking  soda.     "
-1.01355440 ,0.44905061 ,5 , "Add  chips ,  candy ,  nuts ,  raisins ,  and  coconut. "
0.27706483 ,-0.72131867 ,0 , "Roll  into  balls  and  place  2  inches  apart  on  cookie  sheet. "
1.65098953 ,0.40620624 ,1 , "Bake  for  6  minutes  at  375  degrees  F  (190  degrees  C). "
0.39757012 ,-0.92257533 ,0 , "Makes  6  dozen. "
0.54315509 ,0.93534596 ,4 , "Preheat  oven  to  350  degrees  F  (175  degrees  C).In  a  medium  bowl  combine  the  flour ,  salt  and  baking  soda. "
-0.84731649 ,0.10528258 ,3 , "In  a  large  bowl ,  cream  the  butter  and  sugars. "
-0.49781013 ,-0.31883186 ,3 , "Mix  until  smooth. "
-0.77797792 ,-0.55879715 ,3 , "Add  the  vanilla  and  the  eggs  and  beat  well. "
-0.56808247 ,0.13073806 ,3 , "Gradually  add  the  flour  mixture  until  well  combined. "
-1.05003940 ,0.29708895 ,5 , "Stir  in  the  chocolate  chips  and  chopped  candy  bars. "
-0.43044364 ,-0.25629762 ,3 , "Mix  until  combined. "
0.41961438 ,0.69376203 ,2 , "Drop  spoonfuls  of  dough  onto  ungreased  baking  sheets. "
1.57863271 ,0.16907494 ,1 , "Bake  at  350  degrees  F  (175  degrees  C)  for  10  to  12  minutes. "
0.13779889 ,-1.18986226 ,0 , "Immediately  remove  the  cookies  from  the  sheet  and  let  them  cool  on  racks. "
1.35774501 ,0.30122782 ,1 , "Position  oven  rack  in  lower  third  of  oven  and  preheat  to  350  degrees  F  (175  degrees  C).     "
0.81095436 ,-0.02599582 ,0 , "(Using  an  oven  thermometer  will  ensure  proper  baking  temperature  since  ovens  vary.)     "
0.34358863 ,-0.16901340 ,2 , "Line  cushion-type  baking  sheets  with  baking  parchment;  set  aside.     "
-0.31349317 ,0.44548091 ,4 , "(Professional  bakeries  double  their  baking  sheets  and  use  baking  parchment.)In  a  medium  bowl ,  whisk  together  flour ,  salt ,  baking  soda  and  baking  powder;  set  aside.     "
-0.64336975 ,0.13867201 ,3 , "In  a  large  mixer  bowl ,  cream  together  butter ,  sugars  and  vanilla  at  medium  speed  until  creamy  and  light.     "
-0.14661265 ,-0.96016639 ,0 , "Add  eggs ,  one  at  a  time ,  beating  well  after  each  addition.     "
-0.97812040 ,0.37797837 ,3 , "Beat  in  corn  syrup  and  cream  or  milk.     "
0.45308094 ,-0.42988240 ,0 , "Reduce  mixer  speed  to  low.     "
-0.23222386 ,-0.07471031 ,3 , "Add  flour  mixture ,  in  3  separate  batches ,  scraping  down  bowl  after  each  addition.     "
-0.30438523 ,-0.10171306 ,3 , "Mix  well  to  ensure  full  incorporation  of  flour  mixture.     "
-0.81076269 ,0.56717494 ,5 , "Stir  in  chocolate  chips  (or  chopped  chocolate)  and  nuts. "
0.14135167 ,-0.26267771 ,0 , "For  each  cookie ,  using  a  1-  3/8  inch  spring-loaded  scoop  (or  1  tablespoon  measuring  spoon) ,  scoop  2  level  spoonfuls  of  dough  and  roll  into  a  ball  with  wet  hands.     "
0.10824521 ,-0.65337444 ,0 , "(Dough  will  be  very  sticky.     "
0.10634504 ,-0.69494271 ,0 , "Wetting  hands  between  every  3  rollings  of  dough  will  prevent  sticking. "
0.06733613 ,-0.88114804 ,0 , "Simply  hold  hands  under  running  tap  water  and  shake  hands  10  times  over  sink  before  handling  dough.     "
-0.09060931 ,-1.28470547 ,0 , "Don't  worry ,  this  will  not  harm  the  cookies.     "
0.09638362 ,-1.34886884 ,0 , "I  guarantee  that  this  added  effort  will  be  worth  it  for  these  cookies!)       "
0.62924998 ,-0.49244782 ,0 , "Arrange  at  least  2  inches  apart  on  prepared  baking  sheets.     "
0.17112820 ,-0.39262399 ,0 , "(Cookies  will  spread  a  bit  during  baking.)     "
-0.05083834 ,-0.75652546 ,0 , "Flatten  each  ball  of  dough  slightly  with  heel  of  hand  or  fingers. "
0.12595684 ,-0.68322557 ,0 , "Bake  for  14  minutes  or  until  light  golden  brown  around  edges  and  centers  are  still  a  little  puffy.     "
0.08815767 ,-1.08160754 ,0 , "(Do  not  underbake  this  particular  cookie  or  they  will  be  too  soft.)     "
0.39027469 ,-0.73603063 ,0 , "Allow  cookies  to  cool  at  least  5  minutes  while  on  baking  sheets  before  transferring  (with  a  thin ,  metal  cookie  spatula)  to  wire  racks  to  cool  completely.     "
0.00359856 ,0.04345328 ,2 , "Repeat  with  remaining  dough  and  fresh  sheets  of  baking  parchment.     "
0.41584587 ,-0.42848210 ,0 , "Store  cookies  in  an  airtight  container  at  room  temperature.     "
-0.25299888 ,-0.40162606 ,0 , "(These  chewy  chocolate  chip  cookies  keep  better  than  traditional  types.)Note:     "
-0.29999373 ,-0.10763895 ,3 , "Professional  chefs  and  pastry  chefs  use  coarse  kosher  salt  and  I  use  it  in  my  everyday  cooking  and  baking.     "
-0.34125344 ,-1.19917581 ,0 , "It  really  does  have  a  better  flavor.     "
-0.37830811 ,0.56286261 ,4 , "However ,  you  may  substitute  1  teaspoon  regular  table  salt  for  1-  1/4  teaspoons  coarse  kosher  salt. "
0.07281687 ,-0.12395806 ,0 , "To  Toast  Nuts:     "
-0.54162020 ,-0.56880443 ,3 , "Toasting  nuts  brings  out  their  flavor  and  makes  them  crisp.     "
0.24226844 ,-1.43827232 ,0 , "It  is  easy  to  do.     "
1.84986048 ,0.87715708 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C).     "
0.23268182 ,-0.26894465 ,2 , "Place  nuts ,  in  a  single  layer ,  on  an  ungreased  baking  sheet.     "
0.06886286 ,-0.97533893 ,0 , "(I  like  to  use  my  round  non-stick  pizza  pan  because  it  has  a  lip  on  it  which  prevents  the  nuts  from  rolling  off.)     "
0.09896219 ,-0.18678693 ,6 , "Bake  for  7  to  8  minutes ,  stirring  halfway  through  baking  time ,  or  until  nuts  become  fragrant  and  are  lightly  browned.     "
0.27798186 ,-0.67252106 ,0 , "(Watch  nuts  closely  to  prevent  burning.)     "
-0.28069244 ,-0.64218520 ,0 , "Cool  nuts  completely  before  chopping  and  adding  to  recipe.     "
0.26793806 ,-0.79860859 ,0 , "(You  can  speed  up  the  cooling  process  by  immediately  placing  hot ,  toasted  nuts  onto  a  plate  and  place  in  the  freezer  for  5  to  8  minutes.     "
0.20707039 ,0.29829528 ,3 , "Halfway  through  chilling  time ,  stir  the  nuts  to  aid  the  cooling  process.)Preheat  oven  to  375  degrees  F  (190  degrees  C).Cream  butter  or  margarine  with  brown  sugar  and  white  sugar.     "
-0.75465630 ,0.25212052 ,3 , "Add  egg  and  vanilla.     "
-0.23777272 ,-0.45644956 ,3 , "Mix  well.     "
-0.92687251 ,0.96018832 ,4 , "Stir  in  peanut  butter ,  baking  soda ,  and  salt.     "
-0.25439452 ,-1.04811287 ,0 , "Make  sure  it  is  well  blended.     "
-1.16139794 ,0.84244828 ,5 , "Add  flour  and  chocolate  chips. "
0.13245203 ,0.13520812 ,2 , "Drop  teaspoons  of  cookie  dough  then  flatten  with  fork  slightly  on  greased  cookie  sheet.     "
0.34636164 ,-0.74938562 ,0 , "Bake  for  5-6  minutes  or  until  just  showing  a  hint  of  brown  on  edges.     "
0.30732701 ,-0.72236161 ,0 , "Don't  overcook.     "
0.74696757 ,-0.73842120 ,0 , "Let  cool  on  cookie  sheet  for  5  -10  minutes.     "
0.71434220 ,-0.83089650 ,0 , "Then  transfer  to  cooling  rack. "
0.07702696 ,0.47224687 ,3 , "Preheat  the  oven  to  350  degrees  F  (175  degrees  C).In  a  large  bowl ,  cream  together  the  butter ,  oil ,  brown  sugar ,  and  white  sugar  until  smooth. "
-0.89237867 ,-0.31098967 ,3 , "Beat  in  the  eggs  and  vanilla. "
-0.90332345 ,0.72360511 ,4 , "Combine  the  flour ,  baking  soda ,  cream  of  tartar ,  and  salt;  stir  into  the  creamed  mixture. "
-1.10783606 ,0.31854522 ,5 , "Mix  in  the  chocolate  chips  and  walnuts. "
0.37980606 ,0.46709539 ,2 , "Drop  dough  by  rounded  teaspoons  onto  ungreased  cookie  sheets. "
0.70606935 ,-0.10076174 ,6 , "Bake  for  12  to  15  minutes  in  the  preheated  oven ,  or  until  light  brown. "
0.31081383 ,-1.08705844 ,0 , "Allow  cookies  to  cool  on  the  baking  sheets  for  a  couple  of  minutes  before  transferring  to  wire  racks  to  cool  completely. "
-1.03158262 ,0.62670160 ,4 , "Combine  the  flour ,  baking  soda ,  white  sugar ,  and  the  chocolate  chips. "
-0.19403214 ,-0.35307258 ,3 , "Place  1/2  of  the  mixture  in  a  clean  quart  sized  glass  jar ,  and  pack  firmly. "
-0.37712296 ,-0.64928433 ,3 , "Place  the  brown  sugar  on  top ,  again  packing  firmly. "
-0.29599953 ,-0.06751504 ,3 , "Place  the  remaining  flour  mixture  on  top. "
0.26766939 ,-1.04418125 ,0 , "Cover  with  a  lid. "
0.07741183 ,-1.00821827 ,0 , "Attach  an  index  card  with  the  following  directions:  Empty  contents  of  jar  into  a  large  bowl. "
-0.56713458 ,0.76986188 ,4 , "In  separate  bowl  combine  3/4  cup  of  butter ,  1  1/2  eggs ,  and  1  teaspoon  vanilla. "
-0.82618062 ,-0.36759222 ,3 , "Beat  until  creamy. "
-0.25509041 ,0.10683660 ,4 , "Add  to  dry  mixture. "
1.16901710 ,0.26535689 ,6 , "Drop  by  tablespoonful  onto  an  ungreased  cookie  sheet ,  and  bake  in  a  preheated  375  degrees  F  (190  degrees  C)  oven  for  8  to  10  minutes. "
0.97342557 ,1.06369363 ,1 , "Preheat  oven  to  350  degrees  F  (180  degrees  C).Cream  butter  or  margarine  and  sugars.     "
-0.89548850 ,-0.04029466 ,3 , "Add  already  beaten  eggs  and  vanilla. "
-0.82992649 ,0.39975892 ,4 , "Mix  dry  ingredients  together  and  mix  with  creamed  mixture.     "
-1.07594700 ,0.28416249 ,5 , "Add  chocolate  chips  and  nuts. "
0.87360154 ,-0.58179406 ,6 , "Bake  8  to  10  minutes  until  done.       "
-0.10030068 ,-0.94207543 ,0 , "These  are  not  HOT  HOT  --       "
-0.52901357 ,-1.22294064 ,0 , "Just  a  little  surprise ,  definitely  a  little  kick ,  goes  well  with  the  chocolate. "
0.18720930 ,1.25721253 ,4 , "Preheat  oven  to  375  degrees  F.  Mix  flour ,  baking  soda  and  salt  in  medium  bowl. "
0.17648582 ,-1.13219655 ,0 , "Set  aside. "
-0.41630482 ,-0.07169762 ,3 , "Beat  butter  and  sugars  in  large  bowl  with  electric  mixer  on  medium  speed  until  light  and  fluffy. "
-0.85145431 ,0.13656794 ,3 , "Add  eggs  and  vanilla;  mix  well. "
-0.46101717 ,-0.10676886 ,3 , "Gradually  beat  in  flour  mixture  on  low  speed  until  well  mixed. "
-1.23375880 ,0.78454027 ,5 , "Stir  in  chocolate  chips  and  walnuts. "
0.59094401 ,0.17843932 ,2 , "Drop  by  rounded  tablespoons  about  2  inches  apart  onto  ungreased  baking  sheets. "
0.70007035 ,0.01434891 ,6 , "Bake  8  to  10  minutes  or  until  lightly  browned. "
0.49855114 ,-0.37217508 ,0 , "Cool  on  baking  sheets  1  minute. "
0.50133725 ,-1.05060594 ,0 , "Remove  to  wire  racks;  cool  completely. "
2.04531532 ,1.57995425 ,1 , "Preheat  oven  to "
0.18095449 ,0.77079999 ,4 , "375  degrees  F  (190  degrees  C).In  a  small  bowl ,  stir  together  flour ,  baking  soda ,  and  salt. "
-0.97314061 ,0.15613172 ,3 , "In  a  large  bowl ,  stir  together  the  butter ,  white  sugar ,  and  brown  sugar  until  creamy  and  smooth. "
-0.59165147 ,-0.22816027 ,3 , "Stir  in  vanilla;  then  stir  in  eggs  one  at  a  time ,  stirring  until  the  mixture  is  creamy  and  well  incorporated. "
-0.37556867 ,-0.18301706 ,3 , "Gradually  stir  in  the  flour ,  1/2  cup  at  a  time ,  mixing  well  between  each  addition. "
-0.66036542 ,-0.25386821 ,5 , "Stir  in  the  semi-sweet  chips ,  then  the  bittersweet  chips. "
-0.58012352 ,-0.00027355 ,3 , "Mix  in  the  peppermint  candy ,  stirring  until  evenly  distributed. "
0.62203824 ,0.43613905 ,2 , "Drop  by  spoonfuls  onto  ungreased  baking  sheets. "
0.67226181 ,-0.08434339 ,6 , "Bake  in  a  preheated  oven  for  9  to  11  minutes ,  or  until  golden  brown. "
0.39076039 ,-1.02874446 ,0 , "Remove  from  oven;  allow  cookies  to  cool  momentarily  on  the  sheets  before  removing  them  to  wire  racks  to  cool  completely. "
0.61520335 ,0.74230935 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C).Sift  together  the  flour ,  baking  soda  and  salt ,  set  aside. "
-0.74021219 ,0.10463766 ,3 , "In  a  medium  bowl ,  cream    the  shortening  with  the  brown  sugar  and  white  sugar. "
-1.07354355 ,0.45604332 ,3 , "Stir  in  the  eggs ,  coconut  extract  and  milk. "
-0.68927266 ,0.13884968 ,3 , "Then  mix  in  the  sifted  dry  ingredients. "
-0.85446961 ,-0.14643087 ,5 , "Finally ,  stir  in  the  chocolate  chips. "
0.07195941 ,-0.48179460 ,2 , "Drop  cookie  dough  from  a  spoon  in  golf  ball  sized  portions  onto  an  unprepared  cookie  sheet. "
1.17421146 ,-0.04756943 ,6 , "Bake  for  9  to  11  minutes  in  the  preheated  oven. "
-0.04348176 ,-0.75690604 ,0 , "Cookies  should  be  slightly  brown  at  the  edges. "
0.27593300 ,-1.09610664 ,0 , "Allow  cookies  to  cool  for  a  couple  of  minutes  on  the  baking  sheets  before  removing  to  cool  completely  on  wire  racks. "
-0.77693614 ,1.01791154 ,4 , "Combine  flour ,  baking  soda ,  and  salt.     "
0.17648582 ,-1.13219655 ,0 , "Set  aside. "
-0.57141935 ,-0.12252988 ,3 , "In  a  large  bowl   ,  cream  the  vegetable  shortening  and  the  two  sugars.     "
-0.91209515 ,-0.31254438 ,3 , "Beat  in  the  egg  and  vanilla. "
-0.74344766 ,-0.04386159 ,3 , "Gradually  blend  in  the  dry  ingredients. "
-0.56408365 ,-0.34741435 ,5 , "Fold  in  the  chocolate  chips  and  the  nuts.     "
0.61767420 ,-0.87836686 ,0 , "Cover  and  chill  for  2  to  3  hours. "
2.30152189 ,1.43608348 ,1 , "Preheat  oven  to  350  degrees  F "
0.69298373 ,0.13336703 ,2 , "(175  degrees  C).Drop  cookie  by  teaspoonfuls  onto  shiny  lightly  greased  cookie  sheets. "
0.86220953 ,-0.73201137 ,0 , "Bake  10-12  minutes  and  transfer  to  wire  racks  to  cool. "
0.17678910 ,-0.83402472 ,0 , "Take  out  of  oven  when  lightly  colored  -    they  will  darken  after  being  taken  off  cookie  sheet. "
